Track_Name,Artist_Name,Album_Name,Album_Artist_Name,Album_Release_Date,Album_Release_Year,Disc_Number,Track_Number,Track_Duration_Milliseconds,Track_Duration_Seconds,Track_Duration_Minutes,Explicit,Popularity,Artist_Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Language
"Rabba Rabba (From ""Kaptaan"")","Gippy Grewal, Simerjit Kumar, Shipra Goyal, Sanj V","Rabba Rabba (From ""Kaptaan"")",Various Artists,16-05-2016,2016,1,1,342656,342.656,5.710933333,FALSE,0,"bhangra,desi pop,punjabi pop,punjabi pop",0.576,0.637,3,-5.501,1,0.0568,0.651,0,0.211,0.415,149.954,4,Punjabi
Rabb Diyaan Gallan,Jugpreet Bajwa,Rabb Diyaan Gallan,Jugpreet Bajwa,15-03-2019,2019,1,1,284938,284.938,4.748966667,FALSE,13,Unknown,0.576,0.479,3,-7.161,1,0.024,0.72,1.05E-05,0.113,0.327,97.832,4,Punjabi
Paap Na Kar Bandeya,Bhai Harbans Singh Ji,Paap Na Kar Bandeaa Vol-32,Bhai Harbans Singh Ji,20-06-1995,1995,1,1,1603813,1603.813,26.73021667,FALSE,24,shabad,0.512,0.474,6,-10.912,1,0.0849,0.69,0,0.339,0.54,104.489,4,Punjabi
Rakkhi Charna De Kol With Discourse,Bhai Harbans Singh Ji,Rakhi Charna De Kol Vol-48,Bhai Harbans Singh Ji,20-03-1995,1995,1,1,1801979,1801.979,30.03298333,FALSE,30,shabad,0.587,0.316,1,-16.419,1,0.132,0.671,0,0.0987,0.755,116.711,4,Punjabi
Sai Di Palki,"Harpreet Randhawa, Jass Sangha",Sai Di Palki,"Harpreet Randhawa, Jass Sangha",24-05-2018,2018,1,1,351627,351.627,5.86045,FALSE,0,Unknown,0.639,0.844,11,-3.375,1,0.137,0.277,0,0.0675,0.894,171.926,4,Punjabi
Saaian Taar Deven,"Harpreet Randhawa, Jass Sangha",Saaian Taar Deven,"Harpreet Randhawa, Jass Sangha",21-05-2019,2019,1,1,285446,285.446,4.757433333,FALSE,0,Unknown,0.713,0.904,11,-4.217,0,0.142,0.132,0,0.0916,0.891,90.03,4,Punjabi
Tere Bhagtan Nu,Harpreet Randhawa,Maujan Kar Deo,"Harpreet Randhawa, Jass Sangha",2014,2014,1,1,266400,266.4,4.44,FALSE,4,Unknown,0.601,0.877,11,-3.479,0,0.136,0.055,0,0.373,0.703,149.929,4,Punjabi
Pooje Duniya Saari,"Sohan Lal Saini, Balbir Takhkhi, Parminder Pammi",Langar Peeraan Da,"Sohan Lal Saini, Balbir Takhkhi, Parminder Pammi",24-03-2005,2005,1,8,390240,390.24,6.504,FALSE,5,Unknown,0.752,0.802,7,-7.127,1,0.0387,0.112,1.13E-05,0.356,0.666,111.947,4,Punjabi
Shukar Dateya,Prabh Gill,Shukar Dateya,Prabh Gill,22-09-2016,2016,1,1,278701,278.701,4.645016667,FALSE,39,"desi hip hop,desi pop,punjabi pop",0.598,0.834,9,-5.006,1,0.0504,0.524,0,0.0823,0.795,155.889,4,Punjabi
Mere Sahiba,Bhai Lakhwinder Singh Hz. Ragi Sri Darbar Sahib Amritsar,"Best of Bhai Lakhwinder Singh, Vol. 2",Bhai Lakhwinder Singh Hz. Ragi Sri Darbar Sahib Amritsar,29-11-2017,2017,1,2,1206098,1206.098,20.10163333,FALSE,33,Unknown,0.511,0.573,3,-8.799,0,0.0425,0.567,0.0102,0.138,0.688,138.92,4,Punjabi
