Track_Name,Artist_Name,Album_Name,Album_Artist_Name,Album_Release_Date,Album_Release_Year,Disc_Number,Track_Number,Track_Duration_Milliseconds,Track_Duration_Seconds,Track_Duration_Minutes,Explicit,Popularity,Artist_Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Language
Yei Oh Vitthale - Vitthalachi Aarti,Sanjeevani Bhelande,Yei Oh Vitthale (Vitthalachi Aarti),Sanjeevani Bhelande,01-08-2014,2014,1,1,184578,184.578,3.0763,FALSE,22,"mantra,marathi devotional,marathi traditional",0.63,0.669,8,-12.16,1,0.0498,0.00891,2.46E-05,0.111,0.433,95.021,4,Marathi
Aarti Saprem - Dashavtaarachi Aarti,Sanjeevani Bhelande,Aarti Saprem (Dashavtaarachi Aarti),Sanjeevani Bhelande,21-05-2013,2013,1,1,401684,401.684,6.694733333,FALSE,10,"mantra,marathi devotional,marathi traditional",0.76,0.671,8,-10.946,1,0.0867,0.0231,0.00108,0.0904,0.51,94.985,4,Marathi
Lavthavti Vikarala - Shankarachi Aarti,Sanjeevani Bhelande,Lavthavti Vikarala - Shankarachi Aarti,Sanjeevani Bhelande,21-05-2013,2013,1,1,142471,142.471,2.374516667,FALSE,21,"mantra,marathi devotional,marathi traditional",0.729,0.443,5,-8.5,1,0.0395,0.156,0,0.326,0.331,109.939,3,Marathi
Durge Durgat Bhari,Madhuri Wilson,Aarti Sangrah,Madhuri Wilson,01-01-2004,2004,1,7,82012,82.012,1.366866667,FALSE,0,Unknown,0.716,0.527,11,-9.596,1,0.093,0.398,0,0.228,0.936,111.83,3,Marathi
Yuge Atthavis - Pandurangachi Aarti,Sanjeevani Bhelande,Yuge Atthavis - Pandurangachi Aarti,Sanjeevani Bhelande,21-05-2013,2013,1,1,187157,187.157,3.119283333,FALSE,11,"mantra,marathi devotional,marathi traditional",0.655,0.538,8,-9.917,0,0.0407,0.154,7.90E-06,0.0917,0.479,175.001,3,Marathi
Sai Kakad Aarti,Ketan Patwardhan,Marathi Bhaktigeet,Various Artists,24-04-2018,2018,1,1,102656,102.656,1.710933333,FALSE,11,"gujarati garba,mantra,marathi devotional",0.515,0.158,2,-13.516,1,0.0483,0.749,0,0.0987,0.32,122.565,3,Marathi
Ghalin Lotangan,"Vighnesh Ghanapaathi, Gurumurthi Bhat, Shridhara Bhat",Marathi Bhaktigeet,Various Artists,24-04-2018,2018,1,2,67732,67.732,1.128866667,FALSE,12,"bhajan,mantra,marathi devotional",0.512,0.612,3,-9.663,1,0.0586,0.000788,0.00614,0.263,0.169,140.645,4,Marathi
Maruti Stotra,Ketan Patwardhan,Marathi Bhaktigeet,Various Artists,24-04-2018,2018,1,3,308000,308,5.133333333,FALSE,13,"gujarati garba,mantra,marathi devotional",0.526,0.216,6,-8.124,0,0.0565,0.709,0,0.146,0.359,78.787,3,Marathi
Shendur Lal Chadhayo,Ketan Patwardhan,Marathi Bhaktigeet,Various Artists,24-04-2018,2018,1,4,99477,99.477,1.65795,FALSE,10,"gujarati garba,mantra,marathi devotional",0.751,0.474,5,-9.78,1,0.0441,0.109,0,0.155,0.479,110.027,3,Marathi
Yuge Atthavis,Ketan Patwardhan,Marathi Bhaktigeet,Various Artists,24-04-2018,2018,1,5,157261,157.261,2.621016667,FALSE,11,"gujarati garba,mantra,marathi devotional",0.686,0.381,5,-10.629,1,0.0415,0.0632,0,0.0776,0.682,109.999,3,Marathi
Sukhkarta Dukhaharta,Prathamesh Laghate,Marathi Bhaktigeet,Various Artists,24-04-2018,2018,1,6,96715,96.715,1.611916667,FALSE,12,marathi devotional,0.756,0.353,5,-10.376,1,0.0461,0.418,0,0.0598,0.764,109.988,3,Marathi
Trigunatmak Traimurti,Prathamesh Laghate,Marathi Bhaktigeet,Various Artists,24-04-2018,2018,1,7,132886,132.886,2.214766667,FALSE,11,marathi devotional,0.776,0.415,5,-9.44,1,0.031,0.273,0,0.134,0.645,109.953,3,Marathi
Durge Durgat Bhari,Ketaki Bhave Joshi,Marathi Bhaktigeet,Various Artists,24-04-2018,2018,1,8,101897,101.897,1.698283333,FALSE,15,"mantra,marathi devotional",0.703,0.396,3,-10.514,1,0.0433,0.184,0,0.129,0.318,110.254,3,Marathi
Lavthavti Vikrala,Prathamesh Laghate,Marathi Bhaktigeet,Various Artists,24-04-2018,2018,1,9,142534,142.534,2.375566667,FALSE,12,marathi devotional,0.727,0.434,10,-8.466,1,0.0456,0.16,0,0.33,0.39,109.977,3,Marathi
Yei Ho Vitthale,Prathamesh Laghate,Marathi Bhaktigeet,Various Artists,24-04-2018,2018,1,10,177658,177.658,2.960966667,FALSE,11,marathi devotional,0.382,0.391,3,-10.8,1,0.0633,0.32,0,0.207,0.52,77.277,4,Marathi
Shendurlal Chadhayo - Ganpatichi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,1,107142,107.142,1.7857,FALSE,15,"mantra,marathi devotional,marathi traditional",0.699,0.547,8,-12.15,1,0.0313,0.103,0.000961,0.0782,0.7,87.492,3,Marathi
Aarti Saprem - Dashavtaarachi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,2,384947,384.947,6.415783333,FALSE,14,"mantra,marathi devotional,marathi traditional",0.715,0.663,1,-12.252,0,0.074,0.0211,0.00404,0.131,0.553,95.007,4,Marathi
Yei Oh Vitthale - Vitthalachi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,3,181697,181.697,3.028283333,FALSE,14,"mantra,marathi devotional,marathi traditional",0.713,0.7,8,-9.334,1,0.0686,0.0568,2.01E-05,0.0786,0.359,94.969,4,Marathi
Aarti Sai Baba,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,4,180000,180,3,FALSE,14,"mantra,marathi devotional,marathi traditional",0.823,0.607,3,-6.695,1,0.0622,0.0213,0,0.0966,0.81,110.007,4,Marathi
Dnyandevachi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,5,112227,112.227,1.87045,FALSE,13,"mantra,marathi devotional,marathi traditional",0.788,0.477,5,-8.871,1,0.0318,0.0535,0,0.148,0.867,110.039,4,Marathi
Tukaramachi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,6,83727,83.727,1.39545,FALSE,12,"mantra,marathi devotional,marathi traditional",0.786,0.518,3,-6.36,1,0.032,0.027,0,0.139,0.746,110.033,4,Marathi
Durge Durghat Bhari - Durga Devichi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,7,115200,115.2,1.92,FALSE,14,"mantra,marathi devotional,marathi traditional",0.659,0.483,8,-11.81,0,0.0444,0.176,0,0.0769,0.604,175.034,3,Marathi
Sukhkarta Dukharta - Ganpatichi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,8,106285,106.285,1.771416667,FALSE,16,"mantra,marathi devotional,marathi traditional",0.702,0.506,8,-9.654,1,0.052,0.408,4.96E-06,0.0911,0.613,175.09,3,Marathi
Lavthavti Vikarala - Shankarachi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,9,156342,156.342,2.6057,FALSE,14,"mantra,marathi devotional,marathi traditional",0.646,0.61,8,-11.21,0,0.0707,0.305,0,0.0717,0.664,174.927,3,Marathi
Mahalakshmichi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,10,152228,152.228,2.537133333,FALSE,13,"mantra,marathi devotional,marathi traditional",0.655,0.472,1,-9.64,0,0.106,0.386,1.03E-06,0.0995,0.658,174.902,3,Marathi
Yuge Atthavis - Pandurangachi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,11,187157,187.157,3.119283333,FALSE,13,"mantra,marathi devotional,marathi traditional",0.655,0.538,8,-9.917,0,0.0407,0.154,7.90E-06,0.0917,0.479,175.001,3,Marathi
Pandurangachi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,12,161828,161.828,2.697133333,FALSE,9,"mantra,marathi devotional,marathi traditional",0.666,0.409,8,-14.336,0,0.0427,0.0467,0.11,0.0576,0.667,174.927,3,Marathi
Shri Dattachi Aarti,Sanjeevani Bhelande,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,13,138857,138.857,2.314283333,FALSE,12,"mantra,marathi devotional,marathi traditional",0.667,0.483,8,-10.864,0,0.0492,0.167,4.92E-05,0.103,0.543,175.09,3,Marathi
Ramdas Aarti,Ketan Patwardhan,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,14,101208,101.208,1.6868,FALSE,9,"gujarati garba,mantra,marathi devotional",0.787,0.498,10,-8.88,0,0.0326,0.07,0,0.137,0.827,110.055,4,Marathi
Mangalmurti Aarti,Ketaki Bhave Joshi,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,15,129900,129.9,2.165,FALSE,11,"mantra,marathi devotional",0.664,0.45,8,-11.465,1,0.0478,0.752,0,0.072,0.619,174.893,3,Marathi
Vyankatesh Aarti,Ketaki Bhave Joshi,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,16,97371,97.371,1.62285,FALSE,9,"mantra,marathi devotional",0.541,0.507,8,-10.336,1,0.0583,0.68,0,0.0706,0.462,175.63,3,Marathi
Navaratri Aarti,Madhura Kumbhar,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,17,516631,516.631,8.610516667,FALSE,11,Unknown,0.695,0.535,4,-8.409,1,0.0335,0.567,0,0.2,0.839,94.957,4,Marathi
Santoshi Mata Aarti - Marathi,Ketaki Bhave Joshi,Marathi Aarti Collection,Various Artists,22-03-2019,2019,1,18,134147,134.147,2.235783333,FALSE,13,"mantra,marathi devotional",0.543,0.423,10,-9.829,1,0.204,0.491,0,0.184,0.632,109.341,3,Marathi
Ye Ga Ye Ga Viyhabai,"Mahesh Hiremath, Shubhangi Joshi",Marathi Bhaktigeete,"Mahesh Hiremath, Shubhangi Joshi",18-02-2019,2019,1,2,209371,209.371,3.489516667,FALSE,28,"marathi devotional,marathi devotional",0.657,0.491,2,-6.207,1,0.0286,0.625,0,0.107,0.468,96.038,4,Marathi
Daiva Janile Kuni,"Mahesh Hiremath, Shubhangi Joshi",Marathi Bhaktigeete,"Mahesh Hiremath, Shubhangi Joshi",18-02-2019,2019,1,4,206942,206.942,3.449033333,FALSE,25,"marathi devotional,marathi devotional",0.638,0.428,3,-5.501,0,0.0319,0.712,0,0.0974,0.51,100.867,4,Marathi
Datta Digambara Ya Ho,"Mahesh Hiremath, Shubhangi Joshi",Marathi Bhaktigeete,"Mahesh Hiremath, Shubhangi Joshi",18-02-2019,2019,1,5,151040,151.04,2.517333333,FALSE,38,"marathi devotional,marathi devotional",0.516,0.643,1,-6.106,1,0.0946,0.508,0,0.47,0.935,63.635,3,Marathi
Keshava Madhava,"Mahesh Hiremath, Shubhangi Joshi",Marathi Bhaktigeete,"Mahesh Hiremath, Shubhangi Joshi",18-02-2019,2019,1,8,198739,198.739,3.312316667,FALSE,40,"marathi devotional,marathi devotional",0.77,0.479,10,-9.269,0,0.109,0.646,1.42E-05,0.0409,0.897,106.285,4,Marathi
Zhale Samarth Darshan,"Mahesh Hiremath, Shubhangi Joshi",Marathi Bhaktigeete,"Mahesh Hiremath, Shubhangi Joshi",18-02-2019,2019,1,9,403722,403.722,6.7287,FALSE,25,"marathi devotional,marathi devotional",0.61,0.729,2,-4.963,1,0.186,0.323,0,0.119,0.897,175.07,4,Marathi
Ashi Chika Motyachi Mal,"Mahesh Hiremath, Shubhangi Joshi",Marathi Bhaktigeete,"Mahesh Hiremath, Shubhangi Joshi",18-02-2019,2019,1,10,338912,338.912,5.648533333,FALSE,31,"marathi devotional,marathi devotional",0.609,0.732,6,-8.823,1,0.135,0.682,1.45E-06,0.139,0.932,182.31,3,Marathi
Khel Mandiyela,"Mahesh Hiremath, Shubhangi Joshi",Marathi Bhaktigeete,"Mahesh Hiremath, Shubhangi Joshi",18-02-2019,2019,1,11,206863,206.863,3.447716667,FALSE,26,"marathi devotional,marathi devotional",0.647,0.859,0,-3.269,1,0.0341,0.766,0,0.253,0.963,105.642,4,Marathi
Awagha Rang Ek Jala,"Mahesh Hiremath, Shubhangi Joshi",Marathi Bhaktigeete,"Mahesh Hiremath, Shubhangi Joshi",18-02-2019,2019,1,12,354220,354.22,5.903666667,FALSE,32,"marathi devotional,marathi devotional",0.362,0.903,5,-2.871,1,0.06,0.229,5.63E-06,0.807,0.494,101.439,4,Marathi
Ganapatichi Aarti,"Mahesh Hiremath, Shubhangi Joshi",Marathi Bhaktigeete,"Mahesh Hiremath, Shubhangi Joshi",18-02-2019,2019,1,14,150151,150.151,2.502516667,FALSE,29,"marathi devotional,marathi devotional",0.599,0.487,11,-6.934,1,0.0333,0.493,2.77E-06,0.155,0.66,169.098,3,Marathi
Gajar,"Mahesh Hiremath, Shubhangi Joshi",Marathi Bhaktigeete,"Mahesh Hiremath, Shubhangi Joshi",18-02-2019,2019,1,15,138710,138.71,2.311833333,FALSE,25,"marathi devotional,marathi devotional",0.511,0.564,1,-4.956,0,0.0482,0.143,0,0.183,0.417,112.496,4,Marathi
Sukhakarta Dukhahrta Aarti,"Shankar Mahadevan, Chorus",Bappa Moraya Re,"Shankar Mahadevan, Chorus",18-08-2005,2005,1,2,81606,81.606,1.3601,FALSE,45,"desi hip hop,desi pop,filmi,modern bollywood,vintage broadway",0.761,0.587,2,-6.897,1,0.0434,0.331,0,0.0615,0.823,98.033,3,Marathi
Shendur Laal,Chorus,Shree Siddhivinayak,Amitabh Bachchan,01-09-2016,2016,1,7,90743,90.743,1.512383333,FALSE,36,vintage broadway,0.72,0.455,1,-7.275,1,0.0308,0.706,0,0.143,0.96,100.967,3,Marathi
Durge Durghat Bhari,"Shankar Mahadevan, Siddharth Mahadevan, Shivam Mahadevan",Durge Durghat Bhari,"Shankar Mahadevan, Siddharth Mahadevan, Shivam Mahadevan",14-08-2020,2020,1,1,122324,122.324,2.038733333,FALSE,29,"desi hip hop,desi pop,filmi,modern bollywood,modern bollywood",0.811,0.812,2,-6.642,1,0.0323,0.391,0,0.151,0.898,96.015,3,Marathi
Ghalin Lotangan,"Sudesh Bhosle, Chorus",Shree Siddhivinayak,Amitabh Bachchan,01-09-2016,2016,1,8,117432,117.432,1.9572,FALSE,36,"classic bollywood,filmi,vintage broadway",0.361,0.71,1,-6.086,1,0.036,0.231,0,0.0979,0.84,111.784,4,Marathi
Mantrapushpanjali,Guruji Hemant Bhatawdekar,Shree Siddhivinayak,Amitabh Bachchan,01-09-2016,2016,1,9,125900,125.9,2.098333333,FALSE,23,Unknown,0.61,0.162,5,-14.517,0,0.045,0.842,0,0.0714,0.449,47.098,4,Marathi
Sukhkarta Dukhharta -Aarti - Original,"Suresh Wadkar, Lalitya Munshaw",Ganesha,"Suresh Wadkar, Lalitya Munshaw",21-08-2011,2011,1,2,165840,165.84,2.764,FALSE,45,"bhajan,classic bollywood,desi pop,filmi,ghazal,modern bollywood,bhajan,gujarati garba,gujarati pop",0.624,0.496,5,-6.969,1,0.0918,0.846,0,0.153,0.923,199.779,3,Marathi
Ganesh Dhun,"Shankar Mahadevan, Chorus",Ganapati,Shankar Mahadevan,16-08-2004,2004,1,8,297978,297.978,4.9663,FALSE,28,"desi hip hop,desi pop,filmi,modern bollywood,vintage broadway",0.429,0.626,7,-6.092,1,0.0359,0.465,8.37E-06,0.101,0.571,90.726,4,Marathi
